Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
New Zealand,NZL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.6152344624632,2.62581630392903,2.67709257711605,1.75357444759557,2.29024902847571,3.03702332617012,3.36540196171993,2.37614310290659,3.9589493731206,2.1156511055456,2.30202385958572,4.0279066739204,1.05991318445632,1.13442266445817,1.227507505974,0.292704628136101,0.646240284454524,1.85078767452536,1.59829703801696,1.61963190184048,1.71456170007245,3.94112060778728,7.17222476016441,5.73316283034957
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.44026838719741,1.98385731334471,1.42080615551526,1.03422218628562,1.66573696655991,1.54691114751328,1.57742642840563,2.2983440070095,2.62837981637219,0.312739007368446,1.1038103778926,2.07517283735874,2.00848884782956,1.50472330251876,0.906794000434245,0.514426137125456,0.491747008445174,1.50949485109628,1.73216879766941,1.44565976888253,0.144877925813981,3.06666666666673,6.87257438551096,5.94643667725823
Netherlands,NLD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.36052233801958,4.15584127195612,3.28753104712766,2.09199838997655,1.26364739183177,1.6881301786962,1.10150106517709,1.61385859802102,2.48650198289457,1.18977687021548,1.27530569556679,2.34107017751373,2.45554765291614,2.50689852657875,0.976035079699679,0.600248147278776,0.316666666666652,1.38145871407216,1.70349794744479,2.63369910249591,1.27246037789161,2.67572008805385,10.0012078753473,3.83839354342808
Belgium,BEL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.544517761909,2.46925823086082,1.6452143617536,1.58896399970371,2.09728311239315,2.78143263670029,1.79120770070453,1.82305630026809,4.48944420508404,-0.0531456741254176,2.18929920422458,3.5320821072274,2.83966343445899,1.11309594027539,0.340002833356921,0.561429152790157,1.97385264653162,2.12597086002616,2.05316499865177,1.43681956996438,0.740791812220343,2.44024851144084,9.597511728725,4.04901077613941
Austria,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.3448628535728,2.65000077279529,1.81035787764128,1.35555370896445,2.06120618032869,2.29913785639285,1.44154851119016,2.16855528800756,3.21595033239879,0.506308827696504,1.81353438995061,3.2865791487538,2.48567562177014,2.00015616900597,1.60581182954473,0.896563335260319,0.891591752655362,2.08126911385586,1.99837981429548,1.53089564152643,1.38191063351853,2.7666666666667,8.54686993188457,7.81413417002831
Denmark,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.90328203236461,2.33787000255262,2.42443661219694,2.07507820646506,1.15435693124934,1.81781458291254,1.92422138464584,1.69326586220324,3.41626794258374,1.30470991024335,2.31092436974786,2.7586822605125,2.3979148566464,0.789071780078062,0.56402054044954,0.452034153691574,0.250000000000031,1.14713216957601,0.813609467455631,0.75813157251162,0.420711974110024,1.85304543989689,7.69656699889259,3.30517811237605
Sweden,SWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.899143734041715,2.40595834145436,2.15848213589266,1.92565534892383,0.373659828721824,0.453170852576138,1.36021468627693,2.21216883436733,3.43704910602875,-0.494460544378051,1.15798802715626,2.9611507382214,0.888377506923735,-0.044292970148682,-0.179638494114635,-0.0467847449832812,0.984269244577992,1.79449904665599,1.95353530127028,1.78415097403835,0.497367318853572,2.16319736447143,8.36929098869189,8.5486248974891
Norway,NOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.08550609131279,3.00419703998233,1.28672528415184,2.48782553461781,0.454498502220863,1.53213367609249,2.3293498075755,0.712589073634201,3.75393081761005,2.19738586853568,2.41890639481003,1.2849515880916,0.696864111498263,2.12048620353112,2.04170286707211,2.17113665389527,3.55000000000007,1.87510059552545,2.76483134528797,2.16773003305411,1.28658490707996,3.48388055266669,5.76412317852272,5.51784987104659
Finland,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.04210080667795,2.57844080098895,1.57122012789379,0.877440386254785,0.187120559084418,0.62387445002519,1.56666380704386,2.5106656524034,4.06595355358379,-9.17360384430342E-07,1.18413523154646,3.41680754255211,2.80833622561573,1.47828615688809,1.04119621178439,-0.207928839905268,0.356684500891695,0.754015047084346,1.08382098409305,1.0240939296343,0.290554555653239,2.19457432340007,7.12350773301402,6.25064322154762
Japan,JPN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.676578683595175,-0.740055504162738,-0.923494026942321,-0.256541816316025,-0.00857338820310272,-0.282946068764391,0.249355116079085,0.060039454498669,1.3800788616492,-1.35283672951719,-0.728243207517779,-0.27245561610124,-0.0440645104432602,0.335037912184741,2.75922671353253,0.795279630579839,-0.127258844489754,0.484199796126385,0.989094598021848,0.46877615938395,-0.024995834027731,-0.233352779398264,2.49770278172255,3.26813365933163
"Korea, Rep.",KOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.25916580080157,4.06657587897792,2.76226210296599,3.51487451459939,3.59066298882578,2.75379162735039,2.24234028518921,2.53457382137932,4.67389655533408,2.7564965449393,2.93928652655686,4.0259650043609,2.18707104433314,1.30134754547413,1.27477446401322,0.70633177245575,0.971685739912168,1.94433230786366,1.47583935002645,0.383000303608136,0.537288023411737,2.49833333333339,5.08951365062842,3.5974562502901
Switzerland,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.55852919679008,0.989020329832545,0.642711506543277,0.638272930887189,0.802908730955226,1.17195420333702,1.05950928324804,0.732350603122236,2.42604117060157,-0.480481936423304,0.688238707219974,0.2313492076509,-0.692552018105163,-0.217323155115672,-0.0132025387515945,-1.14390867228178,-0.434618664285814,0.533787839825876,0.936335464113572,0.362886179940674,-0.725874933313402,0.581814168489855,2.83502798644451,2.13540088016386
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.37685727149929,2.82617111885407,1.58603162650601,2.27009497336115,2.67723669309172,3.3927468454955,3.22594410070404,2.85267248150138,3.839100296651,-0.355546266299747,1.6400434423899,3.156841568622,2.06933726526067,1.46483265562717,1.62222297740817,0.118627135552451,1.26158320570536,2.13011000365961,2.44258329692817,1.81221007526021,1.23358439630629,4.69785886363742,8.00279982052121,4.11633838374488
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.18295624210408,1.53234960272418,1.52040245947455,1.37650038542013,1.39039756680422,2.0891364902507,2.4556616643929,2.38656150773327,3.52140856342539,1.96173173560109,2.49265472467065,3.8561124468282,2.5732347965453,2.29166666666659,1.45112016293279,0.36804684232536,1.0084173681141,2.55775577557747,2.29283990345938,1.73810460086513,0.989486703772491,2.51837109614213,7.92204883147902,6.79396706793963
Canada,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.71943995691976,2.52512013979905,2.25839440940855,2.75856321360112,1.85725871857256,2.21355203439767,2.00202539534161,2.13838399266837,2.37027067444298,0.299466803009299,1.77687154092627,2.91213508872351,1.51567823124516,0.938291897815316,1.90663590717861,1.12524136094277,1.42875954701085,1.59688412852976,2.26822567248103,1.94926902411592,0.716999632307827,3.39519318527527,6.80280115341612,3.87900159788425
Australia,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.45743705920869,4.40712998561533,2.98157117047457,2.73259754838937,2.34325687131265,2.69182949622197,3.55528696972984,2.32761442623159,4.35029726664093,1.77112025681656,2.9183370211222,3.30384784681081,1.76278299052228,2.44988248109259,2.48792932080492,1.50836803138463,1.27699365720306,1.94864309065653,1.91140002818579,1.610770929127,0.846900734607273,2.86391284709318,6.59409658717841,5.59701792296707
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 04/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,License Type,Indicator Name,Long definition,Source,Topic,Dataset,Unit of measure,Periodicity,Reference period,Aggregation method,Statistical concept and methodology,Development relevance,License URL
FP.CPI.TOTL.ZG,CC BY-4.0,"Inflation, consumer prices (annual % growth)","Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. This indicator denotes the percentage change over each previous year of the constant price (base year 2015) series in United States dollars.","International Financial Statistics database, International Monetary Fund (IMF)",Financial Sector: Exchange rates & prices,WB_WDI,%,Annual,1960-2024,Median,"Methodology: Consumer Prices Indices are compiled in accordance with international standards: Consumer Price Index Manual, 2020 or 2004 version. Specific information on how countries compile their CPI statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual basis of a consumer price index series is to measure the rate at which prices of consumption goods and services are changing from one period to another.","A general and continuing increase in an economy’s price level is called inflation. The increase in the average prices of goods and services in the economy should be distinguished from a change in the relative prices of individual goods and services. Generally accompanying an overall increase in the price level is a change in the structure of relative prices, but it is only the average increase, not the relative price changes, that constitutes inflation. A commonly used measure of inflation is the consumer price index, which measures the prices of a representative basket of goods and services purchased by a typical household. The consumer price index is usually calculated on the basis of periodic surveys of consumer prices. Other price indices are derived implicitly from indexes of current and constant price series.",https://datacatalog.worldbank.org/public-licenses#cc-by
