Country,% Change 2019-2020,% Change 2020-2021,% Change 2021-2022,% Change 2022-2023,% Change 2023-2024
United States,-7.566228320945302,1.1546391752577319,3.4855279249898086,2.225723852668899,-3.513166345536288
Germany,-6.522810805413935,8.105807743658211,-1.6150794263395913,-2.616945025011459,0.11762241593219792
Sweden,-2.526777020447911,-1.1188252335048132,-0.5707935545789743,6.213168055273304,-3.6064476012818614
